ContrastType,InputSize,FreqRankVal,Variance,Mean,Maximum,Range
non-contrastive,284,5,0.0004470652200169418,0.03763056062508022,0.06806370070778564,0.0601380041133584
non-contrastive,284,5,0.00017652282129615172,0.03485134146898853,0.052788671023965145,0.03946514161220044
non-contrastive,284,5,0.00029400093420854157,0.040774029089818566,0.060219780219780215,0.049920634920634914
non-contrastive,284,5,0.0003477240177169573,0.04136721910986617,0.08111607142857143,0.06438404528478057
non-contrastive,284,5,0.00046233049673920354,0.040728047921071174,0.07614098837209302,0.06572238372093023
non-contrastive,284,5,0.00020356277412521007,0.0341931623931624,0.06304487179487181,0.0467948717948718
non-contrastive,284,5,0.0004335087710346249,0.03011841841841842,0.06406406406406408,0.06019501644501646
non-contrastive,284,5,0.0003235636335635828,0.031634535055587686,0.0692847503373819,0.05999903605166762
non-contrastive,284,5,0.00015171713597489676,0.029201028558923304,0.056029106029106025,0.04881857971331655
non-contrastive,284,5,0.0002624503674333235,0.03586047698431599,0.0715126050420168,0.06164418398938522
non-contrastive,284,5,0.000303926411749525,0.0309106357694593,0.06129679144385027,0.05319073083778966
non-contrastive,284,5,0.0002778137803155927,0.030900124069478913,0.05707779886148008,0.05016603415559773
non-contrastive,284,5,0.0002935751417044791,0.03642278264371288,0.0661918604651163,0.05085963455149503
non-contrastive,284,5,0.00045422785918518835,0.04347761153575107,0.08203935599284437,0.06982036374478236
non-contrastive,284,5,0.00012939221798743215,0.03038374125874126,0.056125,0.04011538461538462
non-contrastive,284,5,0.00018169681708991476,0.026628476302389348,0.055954954954954964,0.049454954954954965
non-contrastive,284,5,0.00018038459630712695,0.03417352016404648,0.05698571428571429,0.04598947368421054
non-contrastive,284,5,0.0002794266368319195,0.034680044593088065,0.05923076923076923,0.05120879120879121
non-contrastive,284,5,0.0005149859895768649,0.036072100116532405,0.06491817398794142,0.058992248062015494
non-contrastive,284,5,0.00022738180934418002,0.031862356760886175,0.05702205882352941,0.046219919786096256
non-contrastive,284,5,0.00025800962634013857,0.037574510386275094,0.07104133545310015,0.05961825853002323
non-contrastive,284,5,4.988526921529721e-05,0.020162895927601808,0.030625000000000003,0.01985119047619048
non-contrastive,284,5,0.00014260154395612224,0.032915809680515565,0.058884803921568626,0.046827947734277654
non-contrastive,284,5,0.00019663305658218724,0.02840133591898298,0.059551282051282045,0.04905128205128204
non-contrastive,284,5,0.00024117499086529675,0.03486157475135803,0.06581684981684982,0.04866514703047211
non-contrastive,284,5,0.00018252508376379297,0.031061577311577316,0.0616025641025641,0.04897630147630147
non-contrastive,284,5,0.00013362439058031355,0.03139093964171364,0.05948830409356726,0.04846266306792623
non-contrastive,284,5,0.0003015845063996575,0.036122175591740815,0.0598970398970399,0.05034942084942085
non-contrastive,284,5,0.000175956416114502,0.03115778465772273,0.06109907120743034,0.044134365325077404
non-contrastive,284,5,0.00042212457513182775,0.037383882783882785,0.07657875457875457,0.061853479853479845
non-contrastive,284,5,0.0003149219253137436,0.031382828282828276,0.06845959595959597,0.05839898989898991
non-contrastive,284,5,0.00017409379274491534,0.026874580736687435,0.0463921568627451,0.03491067538126362
non-contrastive,284,5,0.0002272223048777336,0.02940738423028786,0.05973717146433041,0.051023936170212766
non-contrastive,284,5,0.00033712563361910295,0.03450088935873879,0.07018970189701897,0.056660290132313086
